contrast_id,dataset,task,metric,first,second,seed,fold_id,window_length,a,b,delta
R0_vs_R2,d2_beef_uncontrolled,classification,macro_f1,R0,R2,9,4,16,0.4046009800674331,0.3632238742511466,0.04137710581628651
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,0,0,16,0.2201965585220193,0.2329721719046034,-0.012775613382584095
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,0,1,16,1.897723669027446,2.2988262150552616,-0.4011025460278157
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,0,2,16,0.2077259947753114,0.2459572961343686,-0.038231301359057196
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,0,3,16,5.500608867599297,4.645138209406668,0.8554706581926288
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,0,4,16,0.6245691473782818,0.6313895888063342,-0.006820441428052382
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,1,0,16,5.390955894548378,5.221089157664428,0.16986673688395015
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,1,1,16,16.05628057613728,16.478580065859155,-0.42229948972187614
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,1,2,16,1.0201452698543738,0.8309171433365163,0.18922812651785748
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,1,3,16,0.364439652044791,0.4221692131306461,-0.057729561085855086
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,1,4,16,0.3796473953914837,0.3614677912123358,0.01817960417914788
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,2,0,16,0.1637533231793897,0.177468553832352,-0.01371523065296229
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,2,1,16,1.7631271468881529,1.886102746639644,-0.1229755997514912
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,2,2,16,0.2409208986443916,0.2555564944063453,-0.014635595761953724
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,2,3,16,4.716146952776562,2.8326883318895115,1.8834586208870503
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,2,4,16,0.7328961521546055,0.8561708016135089,-0.12327464945890343
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,3,0,16,8.49518094073116,9.52866971440185,-1.0334887736706904
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,3,1,16,0.2499614447237848,0.2161429677218388,0.033818477001945985
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,3,2,16,1.5403604026796758,1.448912697000957,0.09144770567871885
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,3,3,16,0.2082870642156475,0.216707030227903,-0.008419966012255503
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,3,4,16,1.5254435365083434,1.1483493971107,0.37709413939764347
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,4,0,16,0.2272066073892299,0.1890485461537598,0.03815806123547011
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,4,1,16,1.107016265970839,0.9265448736017848,0.18047139236905407
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,4,2,16,12.454610751601797,14.211499660944275,-1.7568889093424787
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,4,3,16,1.0727693080179606,1.1665844575489914,-0.09381514953103087
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,4,4,16,0.4556760310379744,0.4154573200309224,0.04021871100705199
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,5,0,16,1.667623545906976,2.788255072698513,-1.120631526791537
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,5,1,16,0.3336082042185401,0.3322663729856001,0.0013418312329400162
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,5,2,16,0.8662594046989963,1.009684808469862,-0.14342540377086566
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,5,3,16,0.2957248144642236,0.2701544718386596,0.025570342625564013
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,5,4,16,5.620240192896387,5.597563064781372,0.022677128115014433
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,6,0,16,0.2072906361094553,0.2276968555105288,-0.020406219401073483
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,6,1,16,6.792254542667289,7.773004933552887,-0.9807503908855981
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,6,2,16,5.02926002525243,4.834338145217554,0.19492188003487598
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,6,3,16,0.3805234364703854,0.3852789232327591,-0.004755486762373695
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,6,4,16,0.6155147761999563,0.6238483420929568,-0.008333565893000494
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,7,0,16,0.3311896390749053,0.3018451714323926,0.029344467642512695
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,7,1,16,5.1160585199719675,4.717449052470037,0.39860946750193005
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,7,2,16,3.270965089665964,3.045188689817563,0.2257763998484008
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,7,3,16,1.0634304056772963,1.1197986736262038,-0.05636826794890748
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,7,4,16,0.3795927194295362,0.4475582559521577,-0.0679655365226215
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,8,0,16,0.2951350163438545,0.3008854909639108,-0.005750474620056345
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,8,1,16,3.791587335530544,6.669504405951043,-2.8779170704204993
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,8,2,16,0.7427099856501742,0.8894718674047348,-0.14676188175456062
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,8,3,16,0.2475150275117336,0.26360004816127,-0.016085020649536375
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,8,4,16,1.3620310173952797,1.4489714454457894,-0.08694042805050972
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,9,0,16,3.70047019117048,3.4083052652375954,0.2921649259328847
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,9,1,16,0.2748524806139655,0.2490122515276459,0.02584022908631961
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,9,2,16,3.9144285595580017,4.118681072203895,-0.20425251264589317
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,9,3,16,0.200982666171508,0.2101898477359643,-0.009207181564456296
R0_vs_R2,d2_beef_uncontrolled,regression,mae,R0,R2,9,4,16,0.4950472278237252,0.5779291330267258,-0.0828819052030006
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,0,0,16,0.5126215611917225,0.4850866045860003,0.02753495660572225
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,0,1,16,0.0818713450292397,0.0818713450292397,0.0
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,0,2,16,0.5899413660375246,0.572325506471848,0.017615859565676573
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,0,3,16,0.2859090605963745,0.1866543015675502,0.0992547590288243
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,0,4,16,0.1001368368260906,0.0970647883243399,0.0030720485017507043
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,1,0,16,0.0565459614968656,0.1313941986098757,-0.07484823711301009
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,1,1,16,0.1115037298782881,0.1184413580246913,-0.006937628146403196
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,1,2,16,0.1715696018021599,0.1037197842406781,0.06784981756148181
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,1,3,16,0.6505643187151332,0.6462429080353609,0.0043214106797723195
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,1,4,16,0.3914540092107753,0.3678355801836076,0.023618429027167653
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,2,0,16,0.4958495583071866,0.378949269636874,0.1169002886703126
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,2,1,16,0.1709515661687565,0.0818713450292397,0.0890802211395168
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,2,2,16,0.5941756794007946,0.4838174602312883,0.11035821916950633
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,2,3,16,0.1048327137546468,0.1015836230204712,0.0032490907341755915
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,2,4,16,0.3279007143351571,0.3553185431742693,-0.0274178288391122
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,3,0,16,0.1066772026866851,0.2502125363812276,-0.1435353336945425
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,3,1,16,0.5204568054043203,0.648339083226782,-0.12788227782246175
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,3,2,16,0.1143096015761857,0.164301394004006,-0.049991792427820314
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,3,3,16,0.6570674304911018,0.6108986781345014,0.04616875235660045
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,3,4,16,0.3050467167998437,0.2585758207726182,0.04647089602722548
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,4,0,16,0.3894883510117702,0.3188302707556525,0.0706580802561177
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,4,1,16,0.0818713450292397,0.0818713450292397,0.0
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,4,2,16,0.1154870624048706,0.1193490054249547,-0.0038619430200841076
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,4,3,16,0.3194406742172129,0.2942552759456091,0.02518539827160382
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,4,4,16,0.2464093917821905,0.2366837516155288,0.00972564016666172
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,5,0,16,0.1346856818780112,0.1254290812196836,0.00925660065832759
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,5,1,16,0.1537421361747568,0.185817106572238,-0.032074970397481195
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,5,2,16,0.2717268359023881,0.1928314987263365,0.0788953371760516
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,5,3,16,0.4594852753715976,0.3834294587400177,0.0760558166315799
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,5,4,16,0.0077319587628865,0.1139507997384219,-0.1062188409755354
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,6,0,16,0.3328751043799008,0.3304136337205759,0.0024614706593248936
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,6,1,16,0.0420560747663551,0.1004830917874396,-0.05842701702108449
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,6,2,16,0.3064874091528503,0.2685280965664548,0.037959312586395455
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,6,3,16,0.2807877793521764,0.2473362386685937,0.03345154068358272
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,6,4,16,0.0740418118466899,0.1062573789846517,-0.032215567137961795
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,7,0,16,0.3948497793766335,0.3963328125154097,-0.0014830331387761797
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,7,1,16,0.1983546617915905,0.1584262497566607,0.039928412034929806
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,7,2,16,0.2467232591614999,0.2584283675489766,-0.011705108387476681
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,7,3,16,0.2947128959280392,0.2765040188079986,0.0182088771200406
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,7,4,16,0.3303686955286266,0.3454032377467001,-0.015034542218073543
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,8,0,16,0.5773952993012779,0.489890835136784,0.08750446416449387
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,8,1,16,0.1177606177606177,0.2603502360721028,-0.1425896183114851
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,8,2,16,0.2880110843877444,0.2369529312871981,0.051058153100546316
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,8,3,16,0.444844638850312,0.509301658283384,-0.06445701943307203
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,8,4,16,0.1197263397947548,0.1167964404894327,0.0029298993053221006
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,9,0,16,0.0821917808219178,0.0819032761310452,0.0002885046908726041
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,9,1,16,0.4491897917257261,0.5155434259222846,-0.06635363419655854
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,9,2,16,0.1153557345838864,0.3546405756606684,-0.23928484107678202
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,9,3,16,0.4902360864382316,0.4247887235909057,0.06544736284732589
R0_vs_R4,d2_beef_uncontrolled,classification,macro_f1,R0,R4,9,4,16,0.4046009800674331,0.3765842724310058,0.02801670763642733
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,0,0,16,0.2201965585220193,0.2407979334127149,-0.020601374890695606
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,0,1,16,1.897723669027446,4.288079020807455,-2.390355351780009
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,0,2,16,0.2077259947753114,0.2221592332102168,-0.014433238434905404
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,0,3,16,5.500608867599297,7.867000787849165,-2.3663919202498676
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,0,4,16,0.6245691473782818,0.6742747192397995,-0.049705571861517694
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,1,0,16,5.390955894548378,5.4920932153762765,-0.10113732082789806
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,1,1,16,16.05628057613728,16.823353116447276,-0.7670725403099965
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,1,2,16,1.0201452698543738,0.7377819855228233,0.28236328433155056
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,1,3,16,0.364439652044791,0.3605985577890692,0.003841094255721822
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,1,4,16,0.3796473953914837,0.3033488150605851,0.07629858033089859
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,2,0,16,0.1637533231793897,0.2355039304997373,-0.0717506073203476
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,2,1,16,1.7631271468881529,1.384832677929169,0.3782944689589838
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,2,2,16,0.2409208986443916,0.2576462656850874,-0.016725367040695827
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,2,3,16,4.716146952776562,3.385620533228997,1.330526419547565
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,2,4,16,0.7328961521546055,0.7494338868294691,-0.016537734674863636
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,3,0,16,8.49518094073116,2.123728394895514,6.371452545835647
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,3,1,16,0.2499614447237848,0.1940418338241468,0.055919610899637984
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,3,2,16,1.5403604026796758,1.6426746098250695,-0.10231420714539374
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,3,3,16,0.2082870642156475,0.2276369173671053,-0.01934985315145782
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,3,4,16,1.5254435365083434,1.6017670641126065,-0.07632352760426309
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,4,0,16,0.2272066073892299,0.3441668824114545,-0.11696027502222459
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,4,1,16,1.107016265970839,4.265151118420069,-3.15813485244923
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,4,2,16,12.454610751601797,18.35925052154792,-5.904639769946124
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,4,3,16,1.0727693080179606,1.073105812958283,-0.00033650494032233524
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,4,4,16,0.4556760310379744,0.4710955160743681,-0.015419485036393732
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,5,0,16,1.667623545906976,1.581765549401653,0.085857996505323
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,5,1,16,0.3336082042185401,0.4070797810484873,-0.0734715768299472
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,5,2,16,0.8662594046989963,1.2428465936164232,-0.37658718891742693
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,5,3,16,0.2957248144642236,0.2737387607344557,0.021986053729767918
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,5,4,16,5.620240192896387,3.959926865826175,1.6603133270702117
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,6,0,16,0.2072906361094553,0.2121095403573664,-0.004818904247911093
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,6,1,16,6.792254542667289,2.3829679545975506,4.4092865880697385
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,6,2,16,5.02926002525243,3.9113705767724136,1.1178894484800166
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,6,3,16,0.3805234364703854,0.36685310950062,0.01367032696976539
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,6,4,16,0.6155147761999563,0.5798461562593821,0.03566861994057424
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,7,0,16,0.3311896390749053,0.3049826070455377,0.026207032029367583
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,7,1,16,5.1160585199719675,3.4702617777869476,1.64579674218502
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,7,2,16,3.270965089665964,2.784621283899492,0.48634380576647196
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,7,3,16,1.0634304056772963,1.0571430331037917,0.006287372573504646
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,7,4,16,0.3795927194295362,0.3471960863102674,0.032396633119268825
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,8,0,16,0.2951350163438545,0.3413686998970742,-0.04623368355321972
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,8,1,16,3.791587335530544,8.324195028557865,-4.532607693027321
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,8,2,16,0.7427099856501742,1.3009499308381065,-0.5582399451879323
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,8,3,16,0.2475150275117336,0.2092766417441837,0.0382383857675499
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,8,4,16,1.3620310173952797,2.2550113509063276,-0.892980333511048
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,9,0,16,3.70047019117048,3.4312539882824216,0.2692162028880585
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,9,1,16,0.2748524806139655,0.2656988587221508,0.009153621891814678
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,9,2,16,3.9144285595580017,1.5119609009675317,2.40246765859047
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,9,3,16,0.200982666171508,0.260431117192928,-0.05944845102141999
R0_vs_R4,d2_beef_uncontrolled,regression,mae,R0,R4,9,4,16,0.4950472278237252,0.4074422099319361,0.0876050178917891
R0_vs_R3,d2_beef_uncontrolled,classification,macro_f1,R0,R3,0,0,16,0.5126215611917225,0.4614124983245052,0.051209062867217325
R0_vs_R3,d2_beef_uncontrolled,classification,macro_f1,R0,R3,0,1,16,0.0818713450292397,0.0909484625378952,-0.009077117508655488
