contrast_id,dataset,task,metric,first,second,seed,fold_id,window_length,a,b,delta
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,31,16,0.0667740585887138,0.0740369095259901,-0.0072628509372762995
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,32,16,0.1175733339758723,0.1295532871793476,-0.011979953203475308
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,33,16,0.1004346147427433,0.096744215084666,0.003690399658077298
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,34,16,0.0626650761386498,0.0570241061456587,0.005640969992991102
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,35,16,0.0605653576829258,0.0544076840260059,0.006157673656919903
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,36,16,0.0697621098818956,0.0671878686256001,0.0025742412562955036
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,37,16,0.0350668617066652,0.0348973198038619,0.00016954190280330655
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,38,16,0.1701170908607994,0.1643504493815697,0.0057666414792297005
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,39,16,0.070821926567047,0.0692433180953297,0.0015786084717172993
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,40,16,0.0925898292331759,0.094160616278899,-0.00157078704572311
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,41,16,0.0595257638554621,0.0609350863085587,-0.0014093224530965995
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,42,16,0.0771320465837409,0.0811643719006324,-0.004032325316891502
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,43,16,0.0876262422352651,0.0919992531970027,-0.004373010961737589
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,44,16,0.0330969183008459,0.0339170595019827,-0.0008201412011367981
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,45,16,0.0152098686073067,0.0146923844676025,0.0005174841397041999
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,46,16,0.1834866452896069,0.1761061179020282,0.007380527387578689
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,47,16,0.0522203077140935,0.0589428260658892,-0.0067225183517957005
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,48,16,0.0428146636682759,0.0408291415122708,0.001985522156005101
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,49,16,0.0748537776346147,0.0664606777454573,0.008393099889157402
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,50,16,0.2632517600311579,0.2700260284358015,-0.006774268404643569
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,51,16,0.1922759132191575,0.1862853327984058,0.005990580420751679
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,52,16,0.0339914347227123,0.0306951961456797,0.003296238577032602
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,53,16,0.0671203152318829,0.0718164425176891,-0.0046961272858061925
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,54,16,0.0375938080781411,0.0375669496945851,2.6858383555997123e-05
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,55,16,0.0285932985948326,0.03219810164274,-0.0036048030479074004
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,56,16,0.0449009825712816,0.0438222484298883,0.0010787341413932977
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,57,16,0.0574282493001796,0.0534973477576374,0.003930901542542199
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,58,16,0.0887116631908516,0.0874648957279753,0.0012467674628762887
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,59,16,0.2261840573379116,0.227151637196236,-0.00096757985832438
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,60,16,0.0982496057031257,0.1048572105721491,-0.006607604869023398
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,1,61,16,0.0825752189025323,0.0793446629891821,0.003230555913350211
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,0,16,0.1649400300456296,0.1701364253929036,-0.005196395347274008
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,1,16,0.0614479980249897,0.061911788663076,-0.0004637906380862977
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,2,16,0.0615721490304889,0.0593431426655522,0.0022290063649367045
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,3,16,0.0246932970244764,0.0251030815711833,-0.0004097845467069018
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,4,16,0.1405561268712333,0.1381610580016473,0.0023950688695860145
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,5,16,0.0427770284391191,0.0527158114036345,-0.009938782964515405
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,6,16,0.0966088209181055,0.0878683054003032,0.008740515517802305
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,7,16,0.03912436884384,0.0398644981607344,-0.0007401293168944056
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,8,16,0.1156688303309152,0.1345766970450913,-0.01890786671417609
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,9,16,0.1012674239597943,0.1670990722659275,-0.0658316483061332
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,10,16,0.0637528472553618,0.0596370664226296,0.004115780832732202
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,11,16,0.1232505413163339,0.1177943099731396,0.005456231343194298
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,12,16,0.0944455994978138,0.1028632566148659,-0.0084176571170521
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,13,16,0.0434960363384511,0.0456169979046283,-0.0021209615661772
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,14,16,0.0393198443045246,0.0365141445976675,0.0028056997068571024
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,15,16,0.0359900033998751,0.0366522231843,-0.0006622197844248986
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,16,16,0.0685178481583877,0.0629194297307223,0.005598418427665397
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,17,16,0.0649662852251398,0.0590873257005807,0.005878959524559094
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,18,16,0.0471185936540675,0.0471919366095899,-7.334295552240133e-05
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,19,16,0.1018289383826216,0.0841873991721888,0.017641539210432794
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,20,16,0.0572814199207873,0.0555346971468025,0.001746722773984799
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,21,16,0.1765155410742197,0.1725320284043953,0.003983512669824413
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,22,16,0.0535278951734521,0.0534034372474678,0.0001244579259842976
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,23,16,0.0453172263605985,0.0481244402946917,-0.0028072139340932015
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,24,16,0.0371923375627282,0.033076840010311,0.004115497552417205
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,25,16,0.1447648802139004,0.1440555100364376,0.0007093701774628092
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,26,16,0.0341422064528404,0.0460245556973238,-0.0118823492444834
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,27,16,0.0848528038830534,0.0854751787907125,-0.0006223749076590956
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,28,16,0.0649913783069243,0.0734470348382942,-0.008455656531369912
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,29,16,0.2156630601014297,0.2353105876223247,-0.01964752752089502
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,30,16,0.1069959754592605,0.1103467977895397,-0.003350822330279196
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,31,16,0.0872527780534587,0.0905942619134446,-0.0033414838599858943
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,32,16,0.1186045285427422,0.1169453623679007,0.001659166174841506
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,33,16,0.1431761561262093,0.1353398352357693,0.00783632089043998
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,34,16,0.0644796714540803,0.0682358530062937,-0.0037561815522133973
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,35,16,0.0712496657873607,0.0610468330676313,0.010202832719729396
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,36,16,0.1324398626684075,0.1456839752898893,-0.013244112621481813
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,37,16,0.0883060646581007,0.0919664890454987,-0.003660424387397998
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,38,16,0.1051375840999792,0.107092957561944,-0.001955373461964796
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,39,16,0.0953011504532441,0.0968999202154876,-0.0015987697622435043
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,40,16,0.2156242506850297,0.2509472191618476,-0.0353229684768179
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,41,16,0.0437688141930676,0.0504437278417902,-0.006674913648722601
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,42,16,0.0664429075374098,0.0746379055627882,-0.008194998025378389
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,43,16,0.0594384924174327,0.0560384328541977,0.003400059563235004
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,44,16,0.1923951091190315,0.1888446460419366,0.0035504630770948897
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,45,16,0.0731897697561531,0.0797325616985431,-0.0065427919423900055
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,46,16,0.1855764151585299,0.2128014286085234,-0.027225013449993507
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,47,16,0.0822036492470751,0.080934399275291,0.0012692499717840977
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,48,16,0.050980879071994,0.0491782592798877,0.0018026197921063025
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,49,16,0.2233428780593851,0.2239019612087147,-0.0005590831493295922
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,50,16,0.1454993033778668,0.1419363959772598,0.003562907400606996
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,51,16,0.0572653042559709,0.0670825855216538,-0.009817281265682903
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,52,16,0.0428365819919134,0.0370274947368637,0.005809087255049694
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,53,16,0.0792591030430539,0.0763039266410132,0.00295517640204071
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,54,16,0.118658356951533,0.1089950106688556,0.009663346282677399
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,55,16,0.0671625331500336,0.0628428181033761,0.004319715046657499
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,56,16,0.0744968404737013,0.0724207456491209,0.0020760948245803906
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,57,16,0.1830699133138288,0.2115850097972367,-0.028515096483407915
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,58,16,0.0649044337600452,0.06687531819118,-0.0019708844311348006
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,59,16,0.2807107130683389,0.2875882763950149,-0.006877563326675995
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,60,16,0.037716632558816,0.0457286343130839,-0.008012001754267903
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,2,61,16,0.0845350506588768,0.0748292047511623,0.009705845907714505
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,0,16,0.1417099184773796,0.1080243377365068,0.0336855807408728
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,1,16,0.0943118135389046,0.0926567139614748,0.0016550995774297916
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,2,16,0.1191570411785604,0.1113864750199358,0.007770566158624592
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,3,16,0.1610198929174494,0.1557335875746436,0.005286305342805803
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,4,16,0.0723117339543936,0.067492726159729,0.004819007794664598
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,5,16,0.0360505819055114,0.0411711042122644,-0.005120522306753
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,6,16,0.0860108348320442,0.0957990358299029,-0.009788200997858695
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,7,16,0.1849656616719837,0.1737514520505421,0.011214209621441595
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,8,16,0.0292316181182395,0.0366845507848232,-0.007452932666583704
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,9,16,0.0714176850967833,0.0783553790197007,-0.006937693922917404
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,10,16,0.0627589640559556,0.064482635690355,-0.001723671634399404
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,11,16,0.0366023502336508,0.036562811214236,3.953901941480126e-05
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,12,16,0.1276047205008638,0.1229687044595953,0.004636016041268495
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,13,16,0.1923589848293455,0.2228982721447721,-0.0305392873154266
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,14,16,0.0704871511305119,0.0610442005664705,0.009442950564041402
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,15,16,0.0504709905405506,0.0508845188395263,-0.00041352829897570165
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,16,16,0.0363768179939193,0.0326178216168774,0.0037589963770418983
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,17,16,0.0740702285862871,0.0748420546328726,-0.0007718260465855026
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,18,16,0.1095549324634597,0.103354625205108,0.006200307258351689
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,19,16,0.0459642173391412,0.0396696358932175,0.006294581445923701
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,20,16,0.0756819301310737,0.0816493022966254,-0.005967372165551696
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,21,16,0.0723056556292843,0.0654232115693846,0.006882444059899698
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,22,16,0.0490369854756122,0.0372215244740025,0.011815461001609698
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,23,16,0.1216606304056435,0.1228203376156141,-0.0011597072099706063
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,24,16,0.2123795206708884,0.193651788775124,0.018727731895764377
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,25,16,0.0458949629249096,0.0469277561995388,-0.0010327932746292054
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,26,16,0.0681998741668179,0.0743011551042357,-0.006101280937417797
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,27,16,0.1084527517643803,0.0954420519145889,0.01301069984979139
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,28,16,0.0593842859376652,0.0600582693474745,-0.0006739834098093006
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,29,16,0.2011403160329028,0.1756862480029371,0.025454068029965693
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,30,16,0.0896145090258321,0.0819303583573345,0.007684150668497591
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,31,16,0.0455167499791448,0.0600868315208544,-0.0145700815417096
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,32,16,0.1182053500553847,0.1216239139941531,-0.003418563938768396
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,33,16,0.0486762992737973,0.0296072481156562,0.019069051158141097
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,34,16,0.2196414308386446,0.2427004434205411,-0.023059012581896493
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,35,16,0.072514859435294,0.0607554390133683,0.011759420421925695
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,36,16,0.0662378726289503,0.0777167831941096,-0.011478910565159303
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,37,16,0.1133733967297165,0.1099800781547358,0.0033933185749806943
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,38,16,0.1107486525140908,0.1335358503836432,-0.02278719786955241
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,39,16,0.0753623380259338,0.0773366305139063,-0.0019742924879724982
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,40,16,0.0727997371195172,0.0644426466976406,0.0083570904218766
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,41,16,0.0627493681177084,0.0563106378966096,0.006438730221098796
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,42,16,0.2411401050678005,0.2403012222929527,0.00083888277484781
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,43,16,0.094645429479525,0.0968746961415634,-0.00222926666203839
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,44,16,0.0569969073378495,0.055720514831911,0.0012763925059385006
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,45,16,0.056794949023126,0.0555212950906519,0.0012736539324740975
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,46,16,0.0254765405019673,0.0319678206596807,-0.0064912801577134
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,47,16,0.2151580729415999,0.1779769061598429,0.03718116678175698
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,48,16,0.1332268391780869,0.1665039415560475,-0.03327710237796061
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,49,16,0.1416218857446122,0.1300753582591541,0.011546527485458119
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,50,16,0.0629547799228672,0.0565719339427581,0.006382845980109103
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,51,16,0.0288597475633262,0.0272274746341523,0.0016322729291738981
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,52,16,0.0608318372387165,0.060732821703319,9.901553539749808e-05
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,53,16,0.0705700554933165,0.0625926322969824,0.007977423196334099
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,54,16,0.0394037093713733,0.0305772318961382,0.0088264774752351
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,55,16,0.2760288780832431,0.2741131241425836,0.0019157539406595148
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,56,16,0.0453684032888571,0.0476900638184643,-0.0023216605296072015
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,57,16,0.0590556822738705,0.0537436356899178,0.0053120465839526995
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,58,16,0.2104025639805159,0.2198884481416475,-0.009485884161131608
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,59,16,0.0130336957130006,0.0132268328256779,-0.000193137112677301
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,60,16,0.0513355981641858,0.058722497150106,-0.0073868989859202025
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,3,61,16,0.0558008803767327,0.0494917642571875,0.006309116119545197
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,0,16,0.1412967056418788,0.1457970827459689,-0.0045003771040900975
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,1,16,0.1000166413379375,0.0953444010534265,0.004672240284511006
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,2,16,0.1131532942949343,0.1072370565368721,0.005916237758062201
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,3,16,0.0937834960141785,0.088056185824861,0.0057273101893175055
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,4,16,0.126778572624426,0.1326761662205451,-0.005897593596119105
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,5,16,0.050623568013005,0.0609821465139316,-0.010358578500926599
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,6,16,0.072459134015605,0.0787166048090144,-0.006257470793409409
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,7,16,0.0821481196206403,0.0902343958928647,-0.0080862762722244
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,8,16,0.2098780147205704,0.1839513743883391,0.0259266403322313
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,9,16,0.0290055714356796,0.0220123918513251,0.006993179584354501
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,10,16,0.1244763816443993,0.111591705085483,0.0128846765589163
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,11,16,0.1193301633972893,0.1028767129209929,0.0164534504762964
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,12,16,0.0673796769726112,0.0614490955939102,0.005930581378700998
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,13,16,0.0988523000823346,0.0864218038561702,0.012430496226164406
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,14,16,0.2035767500002289,0.1662312758006376,0.037345474199591305
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,15,16,0.0850470529108388,0.0785573002402771,0.006489752670561705
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,16,16,0.0514901788510371,0.0422019410040237,0.009288237847013402
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,17,16,0.0658029762873513,0.0503718751585106,0.015431101128840698
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,18,16,0.0906442407439596,0.0872189734986706,0.003425267245289007
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,19,16,0.0315614198702149,0.0301675367910422,0.0013938830791727017
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,20,16,0.0715078447709693,0.06225657461799,0.009251270152979302
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,21,16,0.0622320741549477,0.0800877624729354,-0.017855688317987707
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,22,16,0.0351433122597059,0.0337576917845535,0.0013856204751524007
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,23,16,0.1305026977250684,0.1041861781844328,0.02631651954063559
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,24,16,0.0631599220657176,0.04184212940033,0.021317792665387608
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,25,16,0.2171091311925264,0.2459647752401454,-0.028855644047619006
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,26,16,0.069686596773927,0.0746444060613909,-0.004957809287463907
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,27,16,0.0724012804953891,0.0696262121720523,0.0027750683233368073
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,28,16,0.2620952616496,0.2679311223468117,-0.005835860697211703
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,29,16,0.0518363884854253,0.0490542006666071,0.002782187818818199
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,30,16,0.0274489688427244,0.0380734071335086,-0.010624438290784195
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,31,16,0.0989867581484928,0.0851942382918144,0.013792519856678398
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,32,16,0.0749471734754787,0.0800083584349016,-0.005061184959422899
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,33,16,0.0521526793924257,0.0412533231787311,0.010899356213694603
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,34,16,0.0509206524207586,0.0587727670110447,-0.007852114590286105
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,35,16,0.0483592699262773,0.0369383008616918,0.0114209690645855
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,36,16,0.1391612860317748,0.1322933032024137,0.006867982829361102
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,37,16,0.0703398831231609,0.0739211362231735,-0.003581253100012602
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,38,16,0.0540164698062231,0.0543929243572053,-0.0003764545509822026
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,39,16,0.0632180572393679,0.0484415510237095,0.014776506215658396
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,40,16,0.0635524279742175,0.062294172823574,0.0012582551506435044
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,41,16,0.0726126624265616,0.0594909011326192,0.0131217612939424
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,42,16,0.1522350540416582,0.1632977178021773,-0.011062663760519093
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,43,16,0.0825423368832553,0.0843407560851559,-0.001798419201900603
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,44,16,0.2497602194264032,0.2295713356584245,0.0201888837679787
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,45,16,0.0690143482791892,0.0608966932106715,0.0081176550685177
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,46,16,0.0514890509911832,0.0327206749002293,0.0187683760909539
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,47,16,0.029019688730338,0.0310424909605439,-0.0020228022302059
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,48,16,0.1359476156508215,0.1413202551355959,-0.0053726394847744
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,49,16,0.2147880231402233,0.2100978933797327,0.004690129760490602
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,50,16,0.060558311617148,0.0525979674912128,0.007960344125935201
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,51,16,0.2502529573565977,0.214156886216883,0.03609607113971469
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,52,16,0.134834101294939,0.1519913264177181,-0.01715722512277909
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,53,16,0.0606167201341595,0.0578536196918198,0.002763100442339704
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,54,16,0.0349568406854896,0.0387669032505032,-0.0038100625650136014
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,55,16,0.0638243977926015,0.0539006605151511,0.009923737277450405
R0_vs_R4,d3_rainbow_trout,regression,mae,R0,R4,4,56,16,0.1000186707842497,0.0953162944838735,0.00470237630037619
