experiment,dataset,model,task,window_length,protocol_version,evidence_class,protocol_compliant,status,cpu_seconds_mean,cpu_seconds_std,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auroc_n_classes_scored_mean,auroc_n_classes_scored_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,mae_mean,mae_std,r2_mean,r2_std,rmse_mean,rmse_std,n_seeds,n_runs,n_specimen_evaluations,n_distinct_specimens,n_auroc_defined,mean_duration_s,mean_cpu_seconds
e2_main_d3,d3_rainbow_trout,R0,classification,16,1.4.0,real,True,ok,3.8074311387096715,3.434858805120139,0.9922378610547208,0.03324546130316907,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9909127467176767,0.040706747191412665,0.6283654687554404,0.19312271113052626,,,,,,,10,620,620,62,60,5.786993311711346,3.8074311387096715
e2_main_d3,d3_rainbow_trout,R0,regression,16,1.4.0,real,True,ok,4.854263772580628,4.402632085710117,,,,,,,,,,,0.09300763801512274,0.05818842402496505,0.8780508639395722,0.35045778597091953,0.12084611694545824,0.08631381294125262,10,620,620,62,0,5.7838698841571325,4.854263772580628
e2_main_d3,d3_rainbow_trout,R1,classification,16,1.4.0,real,True,ok,3.828460435483888,3.44915967175633,0.9920002508710258,0.03464517586250326,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9907437275985662,0.04148422389553906,0.6283278431687275,0.19325626023808462,,,,,,,10,620,620,62,60,5.729282463363733,3.828460435483888
e2_main_d3,d3_rainbow_trout,R1,regression,16,1.4.0,real,True,ok,4.848234937096762,4.396167506282753,,,,,,,,,,,0.09260517751490102,0.058156374344573124,0.8759498971087354,0.3641029291161265,0.12086579752111228,0.08824422164628583,10,620,620,62,0,5.74049874138793,4.848234937096762
e2_main_d3,d3_rainbow_trout,R2,classification,16,1.4.0,real,True,ok,3.6764500516128824,3.3118687385387218,0.992290253883147,0.03342721443446018,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9910419866871479,0.040494738392297704,0.6284664013496827,0.19321232710025255,,,,,,,10,620,620,62,60,5.482115723038723,3.6764500516128824
e2_main_d3,d3_rainbow_trout,R2,regression,16,1.4.0,real,True,ok,4.6859251822580745,4.264136655046783,,,,,,,,,,,0.09322261484633375,0.05909612482400227,0.8782850824504675,0.3448940871931921,0.12159253876128413,0.08840871227646245,10,620,620,62,0,5.444063132668605,4.6859251822580745
e2_main_d3,d3_rainbow_trout,R3,classification,16,1.4.0,real,True,ok,3.67835195645164,3.313402271627279,0.9933205775707397,0.028660537109146778,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9921108550947261,0.03637279294156647,0.6295432669191519,0.19321561443679017,,,,,,,10,620,620,62,60,5.4206439502807635,3.67835195645164
e2_main_d3,d3_rainbow_trout,R3,regression,16,1.4.0,real,True,ok,4.6878880629032365,4.266980540763463,,,,,,,,,,,0.09303877819748808,0.06045596644713585,0.8767457759291308,0.3510223851680886,0.12298155165867285,0.09418935593089292,10,620,620,62,0,5.425619062508697,4.6878880629032365
e2_main_d3,d3_rainbow_trout,R4,classification,16,1.4.0,real,True,ok,4.305358754838642,3.875869222951516,0.9925476567338984,0.03158450763439398,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9913748079877113,0.0386511496608326,0.6287999060637646,0.19315764726233467,,,,,,,10,620,620,62,60,6.587700474018892,4.305358754838642
e2_main_d3,d3_rainbow_trout,R4,regression,16,1.4.0,real,True,ok,5.294069030645143,4.809453484100934,,,,,,,,,,,0.09312640224908189,0.05944895475170676,0.8748844184859371,0.36537008472976096,0.12243722741635762,0.09148347230354482,10,620,620,62,0,6.568902709495817,5.294069030645143
e2_main_d3,d3_rainbow_trout,R5,classification,16,1.4.0,real,True,ok,3.652186598387086,3.3018374385582736,0.9929664500331389,0.02994052103902431,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9916973886328725,0.037829925166028254,0.6289138499509258,0.19304968625507915,,,,,,,10,620,620,62,60,5.459953152992943,3.652186598387086
e2_main_d3,d3_rainbow_trout,R5,regression,16,1.4.0,real,True,ok,4.67943486612898,4.257736419650669,,,,,,,,,,,0.09273071780903791,0.05855557714456088,0.876891501070817,0.35138030372658735,0.12114103551166108,0.08853414623248801,10,620,620,62,0,5.479282572535768,4.67943486612898
e2_main_d3,d3_rainbow_trout,R6,classification,16,1.4.0,real,True,ok,11.758604017741963,10.613325569151248,0.992080606362501,0.03317083521874821,1.0,0.0,0.3870967741935484,1.1835550443995688,0.9909383000512033,0.039699368240259665,0.6284897888708005,0.19313354291363055,,,,,,,10,620,620,62,60,20.091975610557522,11.758604017741963
e2_main_d3,d3_rainbow_trout,R6,regression,16,1.4.0,real,True,ok,12.660156732258104,11.468920196114247,,,,,,,,,,,0.09225013470679205,0.05852480923142489,0.881251511057102,0.33116055607653666,0.12121747068240021,0.08901834490960803,10,620,620,62,0,19.878663306659266,12.660156732258104
