workers,runs_per_worker,total_runs,wall_clock_s,runs_per_minute,per_run_latency_s_mean,per_run_latency_s_std,n_failures,torch_num_threads,model_subset
1,2,2,7.79059645626694,15.403185195591687,7.790569713804871,0.0,0,1,"svm_rbf,esn"
2,2,4,8.033114308025688,29.876333237312693,7.883987387409434,0.05470152269117534,0,1,"svm_rbf,esn"
4,2,8,8.316020833794028,57.719913116308184,8.064486975083128,0.12478435730708069,0,1,"svm_rbf,esn"
8,2,16,8.850972185842693,108.46266148429878,8.614364109118469,0.08935531418049991,0,1,"svm_rbf,esn"
12,2,24,9.160551390144974,157.1957777071333,8.853626299028596,0.12742119807482205,0,1,"svm_rbf,esn"
16,2,32,9.290200101677328,206.66939129258878,8.992519110935973,0.17036909223301955,0,1,"svm_rbf,esn"
24,2,48,11.172109038103372,257.78480949098594,10.551482419522168,0.3479477910646409,0,1,"svm_rbf,esn"
32,2,64,15.595415016636252,246.22621430104414,14.689375771427876,0.6455737138607108,0,1,"svm_rbf,esn"
48,2,96,27.086631073150784,212.65103011313627,25.80104557114343,0.829108964830255,0,1,"svm_rbf,esn"
