legacy_fingerprint,dataset,model,task,seed,fold_id,window_length,reservoir_size,normalization,input_mapping,topology_variant,rewire_seed,v1_5_identity_id,n_ok_records_on_this_substrate,n_scored_on_this_substrate,n_config_hashes_on_this_substrate,config_hashes,experiments,n_substrates_sharing_this_fingerprint,classification
73f2790f1cc6ebbc,d2_beef_uncontrolled,R4,regression,0,3,16,1000,,,R4_er_esn,,a823e36ad68cdb49,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
73f2790f1cc6ebbc,d2_beef_uncontrolled,R4,regression,0,3,16,2000,,,R4_er_esn,,7e3d451a54e1e2f8,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
73f2790f1cc6ebbc,d2_beef_uncontrolled,R4,regression,0,3,16,250,,,R4_er_esn,,3314388c91ab663b,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
73f2790f1cc6ebbc,d2_beef_uncontrolled,R4,regression,0,3,16,4000,,,R4_er_esn,,9a7ca2d52d6a34eb,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
73f2790f1cc6ebbc,d2_beef_uncontrolled,R4,regression,0,3,16,500,,,R4_er_esn,,1966f77322f461b8,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7578aae9f6414d68,d2_beef_uncontrolled,R6,classification,0,3,16,1000,,,R6_dense_random,,1edc34c380056e88,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7578aae9f6414d68,d2_beef_uncontrolled,R6,classification,0,3,16,2000,,,R6_dense_random,,32c43836c05e76f4,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7578aae9f6414d68,d2_beef_uncontrolled,R6,classification,0,3,16,250,,,R6_dense_random,,bfce7057bbd00670,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7578aae9f6414d68,d2_beef_uncontrolled,R6,classification,0,3,16,4000,,,R6_dense_random,,3db212ce511ca65c,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7578aae9f6414d68,d2_beef_uncontrolled,R6,classification,0,3,16,500,,,R6_dense_random,,4d69fe026b9ffda9,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7b1306e2996f4a8e,d2_beef_uncontrolled,R2,regression,0,4,16,1000,,,R2_degree_rewired,,ebadc889deb306d9,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7b1306e2996f4a8e,d2_beef_uncontrolled,R2,regression,0,4,16,2000,,,R2_degree_rewired,,e974f07082ee4f6e,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7b1306e2996f4a8e,d2_beef_uncontrolled,R2,regression,0,4,16,250,,,R2_degree_rewired,,c5cae1fa6136197e,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7b1306e2996f4a8e,d2_beef_uncontrolled,R2,regression,0,4,16,4000,,,R2_degree_rewired,,daeb417f4be8be20,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7b1306e2996f4a8e,d2_beef_uncontrolled,R2,regression,0,4,16,500,,,R2_degree_rewired,,8943c011b8ebbb85,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7b50fe666f9967dd,d2_beef_uncontrolled,R4,classification,0,2,16,1000,,,R4_er_esn,,edce004c756bfdc7,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7b50fe666f9967dd,d2_beef_uncontrolled,R4,classification,0,2,16,2000,,,R4_er_esn,,15ffe4bcffc4209d,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7b50fe666f9967dd,d2_beef_uncontrolled,R4,classification,0,2,16,250,,,R4_er_esn,,f2f32321bc699ab8,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7b50fe666f9967dd,d2_beef_uncontrolled,R4,classification,0,2,16,4000,,,R4_er_esn,,dca062881833a46b,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7b50fe666f9967dd,d2_beef_uncontrolled,R4,classification,0,2,16,500,,,R4_er_esn,,4427974d2c966c21,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7d4203b7844a7048,d2_beef_uncontrolled,R6,classification,0,1,16,1000,,,R6_dense_random,,cefb5f561cfd8639,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7d4203b7844a7048,d2_beef_uncontrolled,R6,classification,0,1,16,2000,,,R6_dense_random,,f259044f8e5c7af0,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7d4203b7844a7048,d2_beef_uncontrolled,R6,classification,0,1,16,250,,,R6_dense_random,,a7bc15a691da0e4a,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7d4203b7844a7048,d2_beef_uncontrolled,R6,classification,0,1,16,4000,,,R6_dense_random,,104eb3cf28e565b8,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7d4203b7844a7048,d2_beef_uncontrolled,R6,classification,0,1,16,500,,,R6_dense_random,,49d45a96ee65c0f6,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7dd627dfae5e18fe,d2_beef_uncontrolled,R1,regression,0,2,16,1000,,,R1_weight_shuffled,,b850a9532ca1e23e,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7dd627dfae5e18fe,d2_beef_uncontrolled,R1,regression,0,2,16,2000,,,R1_weight_shuffled,,71d9950aa5fbfc13,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7dd627dfae5e18fe,d2_beef_uncontrolled,R1,regression,0,2,16,250,,,R1_weight_shuffled,,f869de67a2c6d7e6,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7dd627dfae5e18fe,d2_beef_uncontrolled,R1,regression,0,2,16,4000,,,R1_weight_shuffled,,e28e5c21acf8e926,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7dd627dfae5e18fe,d2_beef_uncontrolled,R1,regression,0,2,16,500,,,R1_weight_shuffled,,4a089e605e637ffd,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
7fc849edd2cd35ec,d2_beef_uncontrolled,R3,regression,0,3,16,1000,,,R3_random_sparse,,8dc6fcf3b2247c26,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
7fc849edd2cd35ec,d2_beef_uncontrolled,R3,regression,0,3,16,2000,,,R3_random_sparse,,ac3bf510c2ea66b2,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
7fc849edd2cd35ec,d2_beef_uncontrolled,R3,regression,0,3,16,250,,,R3_random_sparse,,6e71bba6715deb49,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
7fc849edd2cd35ec,d2_beef_uncontrolled,R3,regression,0,3,16,4000,,,R3_random_sparse,,56b5dfb8a740c695,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
7fc849edd2cd35ec,d2_beef_uncontrolled,R3,regression,0,3,16,500,,,R3_random_sparse,,cca77cdd14851909,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
839701f260f4879d,d2_beef_uncontrolled,R1,regression,0,1,16,1000,,,R1_weight_shuffled,,6419a38ef3e6f729,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
839701f260f4879d,d2_beef_uncontrolled,R1,regression,0,1,16,2000,,,R1_weight_shuffled,,bc43b82607da2211,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
839701f260f4879d,d2_beef_uncontrolled,R1,regression,0,1,16,250,,,R1_weight_shuffled,,f47b0bea81427919,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
839701f260f4879d,d2_beef_uncontrolled,R1,regression,0,1,16,4000,,,R1_weight_shuffled,,4a6a6e6239e9b9f8,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
839701f260f4879d,d2_beef_uncontrolled,R1,regression,0,1,16,500,,,R1_weight_shuffled,,99f24fcce7fb47bc,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
8861a0ce125d0c15,d2_beef_uncontrolled,R2,regression,0,3,16,1000,,,R2_degree_rewired,,f6a847fda9b55bea,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
8861a0ce125d0c15,d2_beef_uncontrolled,R2,regression,0,3,16,2000,,,R2_degree_rewired,,d45cbd8ed0358e0d,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
8861a0ce125d0c15,d2_beef_uncontrolled,R2,regression,0,3,16,250,,,R2_degree_rewired,,2f10c6e2d17eed6b,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
8861a0ce125d0c15,d2_beef_uncontrolled,R2,regression,0,3,16,4000,,,R2_degree_rewired,,8d6771ba361394e2,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
8861a0ce125d0c15,d2_beef_uncontrolled,R2,regression,0,3,16,500,,,R2_degree_rewired,,67ba299e4cbd8168,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
8b0c8893f3c4d82e,d2_beef_uncontrolled,R1,classification,0,1,16,1000,,,R1_weight_shuffled,,d784d2f5e85984f2,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
8b0c8893f3c4d82e,d2_beef_uncontrolled,R1,classification,0,1,16,2000,,,R1_weight_shuffled,,58b60776be3dc938,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
8b0c8893f3c4d82e,d2_beef_uncontrolled,R1,classification,0,1,16,250,,,R1_weight_shuffled,,2507a58803c8e47b,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
8b0c8893f3c4d82e,d2_beef_uncontrolled,R1,classification,0,1,16,4000,,,R1_weight_shuffled,,dc10f3b902148df1,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
8b0c8893f3c4d82e,d2_beef_uncontrolled,R1,classification,0,1,16,500,,,R1_weight_shuffled,,1bae8629380b6294,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
8ed49ea38519ae67,d2_beef_uncontrolled,R0,regression,0,4,16,1000,n1_pre_l1,,R0_real_fly,,7dd3f44b21b309a0,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
8ed49ea38519ae67,d2_beef_uncontrolled,R0,regression,0,4,16,2000,n1_pre_l1,,R0_real_fly,,e2307a840b798848,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
8ed49ea38519ae67,d2_beef_uncontrolled,R0,regression,0,4,16,250,n1_pre_l1,,R0_real_fly,,497921c7b678c68b,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
8ed49ea38519ae67,d2_beef_uncontrolled,R0,regression,0,4,16,4000,n1_pre_l1,,R0_real_fly,,85c48495498f9602,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
8ed49ea38519ae67,d2_beef_uncontrolled,R0,regression,0,4,16,500,n1_pre_l1,,R0_real_fly,,ab182c2218e6e7a4,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
9512e25a71e2bbf4,d2_beef_uncontrolled,R2,classification,0,0,16,1000,,,R2_degree_rewired,,beb237ce39c38c45,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
9512e25a71e2bbf4,d2_beef_uncontrolled,R2,classification,0,0,16,2000,,,R2_degree_rewired,,616be6d74143cd51,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
9512e25a71e2bbf4,d2_beef_uncontrolled,R2,classification,0,0,16,250,,,R2_degree_rewired,,37bb479a1232e8cf,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
9512e25a71e2bbf4,d2_beef_uncontrolled,R2,classification,0,0,16,4000,,,R2_degree_rewired,,d878d386cf98d8a3,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
9512e25a71e2bbf4,d2_beef_uncontrolled,R2,classification,0,0,16,500,,,R2_degree_rewired,,303c987a6adae89d,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
95303ac624dc9fbd,d2_beef_uncontrolled,R2,regression,0,1,16,1000,,,R2_degree_rewired,,dbf05d59ccaadd4f,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
95303ac624dc9fbd,d2_beef_uncontrolled,R2,regression,0,1,16,2000,,,R2_degree_rewired,,19267f82a7a16e4f,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
95303ac624dc9fbd,d2_beef_uncontrolled,R2,regression,0,1,16,250,,,R2_degree_rewired,,d1bc20c1fd982a28,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
95303ac624dc9fbd,d2_beef_uncontrolled,R2,regression,0,1,16,4000,,,R2_degree_rewired,,e7f816895ca96dd5,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
95303ac624dc9fbd,d2_beef_uncontrolled,R2,regression,0,1,16,500,,,R2_degree_rewired,,2b745b07d372e827,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
95e7d2883265defa,d2_beef_uncontrolled,R2,regression,0,0,16,1000,,,R2_degree_rewired,,9f4ad79ea2e13bfc,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
95e7d2883265defa,d2_beef_uncontrolled,R2,regression,0,0,16,2000,,,R2_degree_rewired,,7a11263482c1e98b,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
95e7d2883265defa,d2_beef_uncontrolled,R2,regression,0,0,16,250,,,R2_degree_rewired,,1a02114f429a70b2,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
95e7d2883265defa,d2_beef_uncontrolled,R2,regression,0,0,16,4000,,,R2_degree_rewired,,a86f79f02b6a1a71,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
95e7d2883265defa,d2_beef_uncontrolled,R2,regression,0,0,16,500,,,R2_degree_rewired,,1a9c795fb3e1f401,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
964404b0aa395fed,d2_beef_uncontrolled,R1,regression,0,3,16,1000,,,R1_weight_shuffled,,b9d6dbc15cc8080f,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
964404b0aa395fed,d2_beef_uncontrolled,R1,regression,0,3,16,2000,,,R1_weight_shuffled,,8f8b30b4bd270b23,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
964404b0aa395fed,d2_beef_uncontrolled,R1,regression,0,3,16,250,,,R1_weight_shuffled,,64cc12372ec5ccbc,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
964404b0aa395fed,d2_beef_uncontrolled,R1,regression,0,3,16,4000,,,R1_weight_shuffled,,de2f370b6838e758,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
964404b0aa395fed,d2_beef_uncontrolled,R1,regression,0,3,16,500,,,R1_weight_shuffled,,7a3427b4d63986ca,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
99db4735a80325fc,d2_beef_uncontrolled,R0,classification,0,3,16,1000,n1_pre_l1,,R0_real_fly,,6a7834de90b4a35d,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
99db4735a80325fc,d2_beef_uncontrolled,R0,classification,0,3,16,2000,n1_pre_l1,,R0_real_fly,,6143e35016ec2f13,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
99db4735a80325fc,d2_beef_uncontrolled,R0,classification,0,3,16,250,n1_pre_l1,,R0_real_fly,,3db374c05ab99c2f,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
99db4735a80325fc,d2_beef_uncontrolled,R0,classification,0,3,16,4000,n1_pre_l1,,R0_real_fly,,4ac9b13b48687379,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
99db4735a80325fc,d2_beef_uncontrolled,R0,classification,0,3,16,500,n1_pre_l1,,R0_real_fly,,d0f554f833dd5426,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
9b0cf7d39966d5ca,d2_beef_uncontrolled,R4,classification,0,1,16,1000,,,R4_er_esn,,621bec1d5ad7826c,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
9b0cf7d39966d5ca,d2_beef_uncontrolled,R4,classification,0,1,16,2000,,,R4_er_esn,,5be4da2becaaecb5,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
9b0cf7d39966d5ca,d2_beef_uncontrolled,R4,classification,0,1,16,250,,,R4_er_esn,,953c70a021beaab3,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
9b0cf7d39966d5ca,d2_beef_uncontrolled,R4,classification,0,1,16,4000,,,R4_er_esn,,1d3d4a8001327b78,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
9b0cf7d39966d5ca,d2_beef_uncontrolled,R4,classification,0,1,16,500,,,R4_er_esn,,689ce4ce44ed4797,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
9bc0e0f7aefc3a5c,d2_beef_uncontrolled,R5,regression,0,2,16,1000,,,R5_small_world,,e2167e27f6721b7c,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
9bc0e0f7aefc3a5c,d2_beef_uncontrolled,R5,regression,0,2,16,2000,,,R5_small_world,,9773a2fc7f9f4277,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
9bc0e0f7aefc3a5c,d2_beef_uncontrolled,R5,regression,0,2,16,250,,,R5_small_world,,33a8fae39491269e,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
9bc0e0f7aefc3a5c,d2_beef_uncontrolled,R5,regression,0,2,16,4000,,,R5_small_world,,dc776fe1ea45042e,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
9bc0e0f7aefc3a5c,d2_beef_uncontrolled,R5,regression,0,2,16,500,,,R5_small_world,,5c45ade7ce52aa24,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
a2e30f1d2be6bf54,d2_beef_uncontrolled,R5,regression,0,4,16,1000,,,R5_small_world,,49d7b5f1d3dd9841,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
a2e30f1d2be6bf54,d2_beef_uncontrolled,R5,regression,0,4,16,2000,,,R5_small_world,,744bbd3557d6256f,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
a2e30f1d2be6bf54,d2_beef_uncontrolled,R5,regression,0,4,16,250,,,R5_small_world,,b816d386b7ed71a4,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
a2e30f1d2be6bf54,d2_beef_uncontrolled,R5,regression,0,4,16,4000,,,R5_small_world,,56251e679f1249b1,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
a2e30f1d2be6bf54,d2_beef_uncontrolled,R5,regression,0,4,16,500,,,R5_small_world,,c474789235633fb5,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
a53bad3aa75975fb,d2_beef_uncontrolled,R0,classification,0,1,16,1000,n1_pre_l1,,R0_real_fly,,b96696f076f99619,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
a53bad3aa75975fb,d2_beef_uncontrolled,R0,classification,0,1,16,2000,n1_pre_l1,,R0_real_fly,,4e114b839b6b959b,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
a53bad3aa75975fb,d2_beef_uncontrolled,R0,classification,0,1,16,250,n1_pre_l1,,R0_real_fly,,3a86cfe5663d93c6,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
a53bad3aa75975fb,d2_beef_uncontrolled,R0,classification,0,1,16,4000,n1_pre_l1,,R0_real_fly,,e39b02c7ebcc083c,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
a53bad3aa75975fb,d2_beef_uncontrolled,R0,classification,0,1,16,500,n1_pre_l1,,R0_real_fly,,f91e80cd261d0068,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
a74fa4d235ff72bd,d2_beef_uncontrolled,R6,regression,0,2,16,1000,,,R6_dense_random,,5811c0fd44c1d06a,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
a74fa4d235ff72bd,d2_beef_uncontrolled,R6,regression,0,2,16,2000,,,R6_dense_random,,0518e7a90fbd0643,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
a74fa4d235ff72bd,d2_beef_uncontrolled,R6,regression,0,2,16,250,,,R6_dense_random,,e5bef1e755fed5b8,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
a74fa4d235ff72bd,d2_beef_uncontrolled,R6,regression,0,2,16,4000,,,R6_dense_random,,74fa6899dc7d038d,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
a74fa4d235ff72bd,d2_beef_uncontrolled,R6,regression,0,2,16,500,,,R6_dense_random,,6365659b6f070bc2,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
ab401501e5a8470a,d2_beef_uncontrolled,R6,classification,0,4,16,1000,,,R6_dense_random,,a6cc85f7e766768b,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
ab401501e5a8470a,d2_beef_uncontrolled,R6,classification,0,4,16,2000,,,R6_dense_random,,deaf16131a7acfb9,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
ab401501e5a8470a,d2_beef_uncontrolled,R6,classification,0,4,16,250,,,R6_dense_random,,04edb25b122a55fa,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
ab401501e5a8470a,d2_beef_uncontrolled,R6,classification,0,4,16,4000,,,R6_dense_random,,29f58b2d798fc830,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
ab401501e5a8470a,d2_beef_uncontrolled,R6,classification,0,4,16,500,,,R6_dense_random,,d990d948cbb82d90,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
af7dd817f59b478c,d2_beef_uncontrolled,R2,classification,0,2,16,1000,,,R2_degree_rewired,,e4eee8027f63a684,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
af7dd817f59b478c,d2_beef_uncontrolled,R2,classification,0,2,16,2000,,,R2_degree_rewired,,9697d00f8916d7f1,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
af7dd817f59b478c,d2_beef_uncontrolled,R2,classification,0,2,16,250,,,R2_degree_rewired,,a82a5bbb546287ac,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
af7dd817f59b478c,d2_beef_uncontrolled,R2,classification,0,2,16,4000,,,R2_degree_rewired,,da5d10385c012afe,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
af7dd817f59b478c,d2_beef_uncontrolled,R2,classification,0,2,16,500,,,R2_degree_rewired,,2cd2abc94a155f13,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
bb273375e97e9f32,d2_beef_uncontrolled,R3,classification,0,1,16,1000,,,R3_random_sparse,,4b7e3cfacf44cb18,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
bb273375e97e9f32,d2_beef_uncontrolled,R3,classification,0,1,16,2000,,,R3_random_sparse,,73c137ececab0a72,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
bb273375e97e9f32,d2_beef_uncontrolled,R3,classification,0,1,16,250,,,R3_random_sparse,,92e1ea15e08a51f7,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
bb273375e97e9f32,d2_beef_uncontrolled,R3,classification,0,1,16,4000,,,R3_random_sparse,,0db4bee1743c9987,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
bb273375e97e9f32,d2_beef_uncontrolled,R3,classification,0,1,16,500,,,R3_random_sparse,,45541d913c51fce8,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
be35057fa7331feb,d2_beef_uncontrolled,R0,regression,0,1,16,1000,n1_pre_l1,,R0_real_fly,,b825e7ab1675e244,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
be35057fa7331feb,d2_beef_uncontrolled,R0,regression,0,1,16,2000,n1_pre_l1,,R0_real_fly,,966a3dee4ab57d35,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
be35057fa7331feb,d2_beef_uncontrolled,R0,regression,0,1,16,250,n1_pre_l1,,R0_real_fly,,34ba601d525de583,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
be35057fa7331feb,d2_beef_uncontrolled,R0,regression,0,1,16,4000,n1_pre_l1,,R0_real_fly,,6aad3fa97cd8f592,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
be35057fa7331feb,d2_beef_uncontrolled,R0,regression,0,1,16,500,n1_pre_l1,,R0_real_fly,,c541f05f7de20b05,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
bf2f611cc30469be,d2_beef_uncontrolled,R4,classification,0,0,16,1000,,,R4_er_esn,,f0cba3fe6e89daae,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
bf2f611cc30469be,d2_beef_uncontrolled,R4,classification,0,0,16,2000,,,R4_er_esn,,834917e9c30786d1,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
bf2f611cc30469be,d2_beef_uncontrolled,R4,classification,0,0,16,250,,,R4_er_esn,,26e80a986b35bb5f,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
