experiment,dataset,model,task,window_length,protocol_version,evidence_class,protocol_compliant,status,cpu_seconds_mean,cpu_seconds_std,accuracy_mean,accuracy_std,auroc_mean,auroc_std,auroc_n_classes_scored_mean,auroc_n_classes_scored_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,mae_mean,mae_std,r2_mean,r2_std,rmse_mean,rmse_std,n_seeds,n_runs,n_specimen_evaluations,n_distinct_specimens,n_auroc_defined,mean_duration_s,mean_cpu_seconds
e9_size_d2_n2000,d2_beef_uncontrolled,R0,classification,16,1.4.0,real,True,ok,0.0,0.0,0.3686713286713287,0.18032179638140253,0.525460847872012,0.13390791127302953,4.0,0.0,0.3174936685697555,0.10960879962082648,0.23554620427203893,0.16133860505727668,,,,,,,1,5,5,5,5,9.649620000459254,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R0,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.543996620600945,7.08001961639606,-110.43205745629322,175.8348394974468,6.10525059563068,7.545763403253831,1,5,5,5,0,7.847554091736674,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R1,classification,16,1.4.0,real,True,ok,0.0,0.0,0.3682983682983683,0.18060680671781074,0.5431291844003312,0.13230816268380138,4.0,0.0,0.31986412782064955,0.11381988237617277,0.23487448578335668,0.1731827474160883,,,,,,,1,5,5,5,5,9.852842350304126,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R1,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.442735276354555,6.969478511496373,-104.43652280835303,166.68553616301458,5.936191850159543,7.340309102229168,1,5,5,5,0,7.874121762812138,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R2,classification,16,1.4.0,real,True,ok,0.0,0.0,0.37482517482517486,0.17606861609493088,0.5467855206195017,0.1277134449568663,4.0,0.0,0.32387352824309346,0.10823371163078621,0.24318513359523158,0.16394981620883306,,,,,,,1,5,5,5,5,9.787209056504071,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R2,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.46378377326628,6.891333734985368,-102.46974388287867,157.29234947971526,5.96241744013286,7.242671229036877,1,5,5,5,0,7.372788225486874,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R3,classification,16,1.4.0,real,True,ok,0.0,0.0,0.3780885780885781,0.17082414653973513,0.5374831967477469,0.12797719462954746,4.0,0.0,0.32490729238555327,0.09998025823899204,0.24538418950867785,0.15148654353409935,,,,,,,1,5,5,5,5,10.145216893870384,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R3,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.107942676415464,6.439954441125982,-90.66734488278135,143.5583620214605,5.6304514806378325,6.755379223251248,1,5,5,5,0,8.012212853878736,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R4,classification,16,1.4.0,real,True,ok,0.0,0.0,0.3744522144522145,0.17543743604802584,0.5483419917953792,0.12785923755935724,4.0,0.0,0.3193460275634189,0.10199090096541194,0.23723141493213737,0.15209169266471856,,,,,,,1,5,5,5,5,54.98322043111548,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R4,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,4.956463816860115,6.2861585586548685,-86.51166947942025,141.9402908246478,5.42647744913967,6.635571758653218,1,5,5,5,0,42.450527367554606,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R5,classification,16,1.4.0,real,True,ok,0.0,0.0,0.3602797202797203,0.18167449944029707,0.5341962092883885,0.13485496991373386,4.0,0.0,0.30568682163247385,0.11140179527528667,0.22877555264218966,0.15078876379085593,,,,,,,1,5,5,5,5,9.406161565054209,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R5,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.243383985508907,6.54935887553015,-91.78531049104879,135.6530000164671,5.719496004850091,6.840400866951404,1,5,5,5,0,6.9666489602066575,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R6,classification,16,1.4.0,real,True,ok,0.0,0.0,0.39310023310023307,0.17284768160770975,0.5470845468091486,0.13441980682112348,4.0,0.0,0.35127021247673423,0.09837898739929499,0.2676561394567482,0.14006998626318506,,,,,,,1,5,5,5,5,537.5325273063966,0.0
e9_size_d2_n2000,d2_beef_uncontrolled,R6,regression,16,1.4.0,real,True,ok,0.0,0.0,,,,,,,,,,,5.010135168073709,6.2011390950651855,-77.88150506447053,107.79668409902152,5.368354450110347,6.354334625882168,1,5,5,5,0,419.90875898003577,0.0
